,date,rating,body,review
380,2020-01-28,8.0,cape town johannesburg slow lounge cape town continues impress standard service generous array food drink including ingenious winedispensing machine boarding quick takeoff exactly time turbulence captain kept passenger well informed club meal usual offering hot option displayed tray arrival minute ahead schedule,Good
381,2020-01-28,10.0,december flight departure got purse stolen nyc money passport thanks kind stranger managed get danish embassy get temporary passport arrived jfk airport late wasnt allowed drop luggage tear eye went desk sell ticket employee kind helpful booked next flight free got security without wait line informed flight crew happened finally sat flight crew kind gave water food havent food whole day didnt money want say thank service kindness making sure got back denmark safely overwhelmed kindness staff thank,Good
382,2020-01-28,8.0,phoenix london since moving usa ive flying past overall provide acceptable service choose seat club world carefully crew right mood surpass expectation new menu service offering significantly better past wine list interesting flight crew engaging food good departed phx early arrived lhr early immigration baggage took minute manage expectation wont disappointed club world,Good
383,2020-01-26,5.0,london heathrow bangkok done route time british airway year first time probably last economy old plane need upgrade poor entertainment system uncomfortable seat especially hour flight know theyre starting upgrade plane still long time away saving grace superb cabin staff economy,Bad
384,2020-01-25,6.0,mumbai boston via london flight british airway really good catering excellent flight even service good however seat limited legroom due ife box blocking space front also misplaced tennis racket checked really weird policy cant carry single sport equipment cabin baggage instead check ground staff rude logan airport boston also took week deliver racket house even though arrived boston hr come even contacting ba baggage customer service speaking rudely always tried cut call like minute without even listening concern british airway need improve ground experience,Bad
385,2020-01-23,1.0,purchased roundtrip ticket wife travel orlando florida accra ghana purchased advance seat assignment unfortunately british airway gave seat paid one four international leg roundtrip fighting british airway get refund seat assignment provided refund despite several phone call filing multiple online call providing detailed fightcontinues customer service really poor never purchase advance seat assignment,Bad
386,2020-01-22,7.0,toronto geneva via london stopped flying three year ago dramatically downgraded service apparently thing improved somewhat since decided give another try overall happy experience save two major gripe plus side flew new aircraft comfortable albeit usual narrow seat modern aircraft airline legroom generous seemed official pilot good informative always quality food longhaul ha definitely improved since bad old day soggy pasta droopy sandwich rather enjoyed meal served nice large tray ife adequate though surprisingly dated new aircraft cathay pacific far superior two major downside new basic economy fare really pesky serf disgruntle passenger really need get rid virtually everyone longhaul ha check bag please include airfare type wanted nickleanddimed id fly gatwick charter airline also able choose seat even time checkin infuriating automatically allocated middle seat even though entire rear half plane empty go show get middle seat unless pay thankfully lady checkin changed window seat free charge asked nicely complimentary catering shorthaul seeing virtually passenger flying to/from heathrow connecting to/from longhaul flight spent least airfare resented drink snack included shorthaul segment trip treating connecting passenger lowcost airline paid dollar short trip would get rid two new feature would hesitate fly everything else trip pleasant would still consider airline,Bad
387,2020-01-21,9.0,hong kong london heathrow british airway one best flight ive premium cabin service seat food wine among best ive experienced gripe cabin temperature quite warm sleeping quite impossible first even pyjama provided cabin attendant bed nice touch would hesitate flying first class next flight,Good
388,2020-01-20,3.0,san jose amsterdam via london layout boeing cabin poor rearmost seat luggage bin row e f addition crew fill bin outer seat row k j bag blanket would recommend,Bad
389,2020-01-20,1.0,singapore paris via london flight ok dated seating shakey arm comfortable serviceable experience however luggage loaded onto flight second time happened despite hour flight hour stopover hour flight paris make effort inform u time issue instead travelling around hour wait baggage come clear realised missing sunday shop close lunchtime also left little time buy emergency item despite knowing hadnt loaded baggage could find way send quicker hour arrival meaning day paris spent without luggage,Bad
390,2020-01-20,9.0,warsaw london everything went like clockwork nothing could disliked flight professional crew beam face new aircraft important choose seat row seat old type pinnacle seat better legroom informative captain told u expected turbulence taken much appreciated time landing good atmosphere board food euro traveller unfortunately longer free however ba executive club pay food drink avios convenient drawback could find long queue bag checkin warsaw airport opened checkin counter approx people rather enough,Good
391,2020-01-18,8.0,new york london heathrow good staff nice comfortable seat seat recline good enough food bit limited would recommend others since good airline,Good
392,2020-01-18,3.0,london los angeles take delayed hr spent onboard dent door needed inspection sure maybe outside control flying wife two kid sitting bulkhead seat using baby bassinet facility take saw inflight entertainment service whole section whole cabin working sitting overnight flight two little one meaning sleeping going happen contacted cabin crew made zero accommodation sorry said flight cabin crew stood galley behind bulkhead talking loudly light dimmed kept slamming drawer moved thing around cap landed et left behind baby car seat stroller finally received back day later conclusion never fly,Bad
393,2020-01-17,7.0,british airway comair johannesburg cape town route never le fully subscribed occasion equivalent club europe stretched back row service followed usual pattern drink champagne included comairs idiosyncratic 'fourcourse meal ie tiny salad hot course one could see choosing minute iced cake minuscule cheese biscuit hot meal invariably scorched around edge comair really need move time modern business class offering aside meal flight typically efficient arrival slightly ahead schedule,Bad
394,2020-01-17,2.0,london bangkok used importantly doe deliver promise longer disappointing food outdated uncomfortable seat appalling baggage handling lhr mediocre crew service onboard customer service online bad recent experience early january put next couple newborn baby club world overnight flight lhr bkk baby scream could sleep cabin full could move couple nice apologetic bear hour long haul flight together however dealing customer service appalling going offer kid free zone club world people need work sleep,Bad
395,2020-01-16,8.0,london johannesburg departure slightly delayed mph gust away flight usual comfortable experience upper deck seat /k best long galley quiet dinner service efficient ready sleep film cabin crew pleasant attentive toilet kept clean throughout flight arrival minute behind time baggage collection custom mercifully quick slow lounge minute landing overall good flight,Good
396,2020-01-14,7.0,overall comfortable flight british airway flight took time reached time really excited fly since changed aircraft boeing boeing known queen sky flight attendant nice professional towards passenger best speed boarding process since flight full took everything went well first flight also flight time went short atlantic due great tail wind second flight mumbai flight attendant polite respectful gave best service however lunch service ran vegetarian food option fetch vegetarian food cabin even give crew meal passenger vegetarian overall flight good shortcoming older fleet like lack usb port power outlet old ife ife box front block legroom need refurbish old cabin boeing boeing still plan use longer flight,Bad
397,2020-01-12,1.0,los angeles london january husband seat broken customer service manager rude made insinuation intention dreadful way end honeymoon left bitter taste truly horrendous experience,Bad
398,2020-01-12,2.0,gatwick cancun flight late food bad possible change paid internet work time wa advised report instruction,Bad
399,2020-01-11,9.0,fantastic flight travelled solo london gatwick glasgow british airway club europe cabin could fault one aspect service arrived gatwick around hour prior departure club world passenger entitled fast track security gatwick quick staff pleasant enough lounge gatwick clean modern made nice relaxing start journey boarding quick flight departed ontime landed minute early crew attentive friendly inflight meal delicious smoked salmon served curried rice overall really lovely flying experience eversoslightly leg room inflight entertainment id given flight / fantastic crew credit airline,Good
400,2020-01-11,10.0,rio de janeiro london heathrow love aircraft class business world traveller plus economy class cabin business class front row rear row seat opinion seat window seat bit space usual seat little extra help private tucked behind second galley area toilet side j/k settled sleep evening meal crew accommodating offered water bottle immediately good hour sleep normal woke minute breakfast really enjoyed fruit yoghurt muesli full english breakfast great service good flight felt fully relaxed,Good
401,2020-01-11,3.0,gatwick tirana incredibly disappointed service provided flight virtually impossible differentiate made flight different economy business class passenger boarded time economy class passenger curtain dividing economy class business class people economy class taken liberty removing cabin bag space seat three seat behind seat seat economy difference middle seat empty thus creating divide window aisle seat encountered odd problem meal well lovely cabin crew member notified choice eat pasta dinner choice finished better economy pay le get service flight left time landed early british airway opinion best inflight wfi service pound get unlimited high speed wifi stream youtube video offer cheaper package well get unlimited text,Bad
402,2020-01-11,10.0,keflavik london heathrow cabin crew amazing weather terrifying drove airport knew thing going tough expecting delay seeing european flight cancelled expected surprised see flight boarding snow blizzard condition surprised got settled seat crew friendly long story short hour ground waiting diicing machine finally made way take staff relaxed calm passenger including connecting flight sat one personally looked option online app help nonalcoholic drink snack provided time first officer kept u informed time fault deicing machine delayed much eventually procedure done ready takeoff pilot team managed condition never smooth take cloud smooth journey way back heathrow cabin crew provided excellent service business lucky champagne meal excellent veg shepherd pie chicken curry lovely want thank know get lot negative review say cant fault particularly crew made real effort talk u well done,Good
403,2020-01-07,1.0,fly economy youll paying awful service london vancouver route u old plane oldest inflight entertainment system food inedible,Bad
404,2020-01-07,3.0,partner spent christmas tokyo flight enjoyable staff polite helpful ran smoothly experience back home completely different staff incredibly rude lazy flight hour mid flight partner asked bottle water lady rudely said going way partner could head back help partner headed back two lady sitting requested pointed shelf partner got water tv stopped working mid flight also period minute asked staff could fix problem lady said would try sighing year old deciding airline brand remain loyal tell british airway terrible customer service,Bad
405,2020-01-06,5.0,london hong kong entrance business lounge sign saying silver gold member membership dropped bronze wife remained silver reception desk asked bronze wasnt allowed told could enter guest wife got entrance showed boarding pas assume lady must overheard previous conversation wife asked bringing guest warm greeting job worth high handed attitude neither rep bothered check boarding pa properly done would seen business class ticket right enter steam anyway fortunately cabin staff friendly much nicer,Bad
406,2020-01-06,1.0,los angeles london heathrow could give zero star would worst customer service ive flown many airline around world family surely never fly british airway gave seat away return flight would address purchasing expensive business class ticket month advance ensure family flew hour flight together flight london didnt best service toilet service bed business class uncomfortable business class ive flown checkin process heathrow disastrous inefficient process human assistance limited one available slammed line customer would highly suggest refrain using carrier wish would done bit research prior flying,Bad
407,2020-01-05,3.0,istanbul london wait age check flight advised turn hr departure time check wait minute check staff turned staff surly rude flight ife free drink snack map track flight onboard crew bit chaotic serving food purchase flight delayed much relatively smooth however product tired slightly pathetic,Bad
408,2020-01-04,2.0,london bucharest flight hot food finished half way seated row time food cart reached row sandwich left purchase fitting cabin horrendous seat change one row take cost additional gbp,Bad
409,2020-01-03,9.0,london heathrow rio de janeiro usual aircraft route one favourite aircraft today ha first class flown empty usually offer club world flight full seated aisle seat one middle seat pleasant away toilet /b next galley area great day flight food preordered good usual plenty drink offered crew keen assist nothing trouble watch film already previous long haul really looking much rest long day getting cold arrived late due technical problem heathrow managed fix problem taxiway runway hour must say didnt really need told trying fix problem rather return departure gate another good flight,Good
410,2019-12-30,3.0,london athens aircraft flight quality good dont provide free food drink unacceptable sufficient supply good selling ended quickly,Bad
411,2019-12-30,1.0,copenhagen london super slow wait bus delayed also packed bus tight people far arrival terminal service bad staff coming terminal worst terminal heathrow food beverage board terrible price price airline ticket whole experience way expected service time staff,Bad
412,2019-12-29,6.0,budapest billund return via london dec aircraft checkin budapest narrow timeslot hour departure long queue recognised oneworld elite flyer hold gold card qatar airway checkin struggle get bag accepted inscribed luggage denied lounge access qr doe honour party lounge unless flying qr oneworld lounge budapest u menzies lounge would accept unless entitled oneworld card different qatar airway status london granted access oneworld lounge onboard food drink hefty price tag water free flight full time found onboard charity collection fa inappropriate intrusive luggage delivered perfectly return trip leg full flight departed slightly early granted lounge access billund decent king amlet gallery first london load good hot food good beer wine onboard ife seat recline mediocre cheap ffp among best oneworld gold status rewarding,Bad
413,2019-12-27,8.0,recently flew cape town south africa via london brussels anniversary treated glass bubbly take staff friendly cannot even complain food served board might add seldom enjoy food served flight,Good
414,2019-12-27,9.0,sydney toulouse via singapore / london boeing ife ancient comfort service superb highlight tlslhr sector celebratory treat mince pie christmas cake brandy butter combined gt hit spot could argue free im complaining miss quality service compared airline youre still pretty good,Good
415,2019-12-24,7.0,sofia london good overall experience departure experience let poor airport lounge sofia complete failure honour priority boarding flight experience generally good arrival experience heathrow good efficient,Bad
416,2019-12-24,10.0,husband wonderful flight barbados cabin crew friendly nothing much trouble josey team made journey amazing flown virgin many year say night day tank staff amazing british airway future many thanks,Good
417,2019-12-22,1.0,london munich december delayed min dated clean boarding process slow asking passenger check hand luggage turn plane half empty complementary drink snack served flight buy onboard economy never,Bad
418,2019-12-21,1.0,hong kong london booked return ticket sister though provided travel document detail required however got airport found sister middle name ticket therefore didnt match passport name refused let fly much hassle sister getting temporary visa enable fly however landing london acknowledged may problem flying back taiwan igot contact ba executive phone helpline service yet spending day speaking caused speak numerous different people telling different thing still resolved issue ticket middle name refusing alter ticket information add sister middle name onto ticket helpful phone asked add middle name interested try solve issue hand insistent speaking sister taiwan told unable speak english translate question allow put phone however spoke english,Bad
419,2019-12-18,1.0,husband used british airway fly london paris past august arrived airport needed pay bag charged time one bag assured charge didnt go trying get refund since give phone number call claim never answer phone claim online never respond email sent bank statement credit card statement showing charged time one bag month later finally respond claim claiming two bag despite fact sent documentation showing charge confirmed bank credit card charge gone saw two charge since two bag didnt owe money force communicate via email dont respond owe usd refuse give money point,Bad
420,2019-12-18,4.0,new york london last flight pm clearly cheaper version respect boeing certainly showed age ife screen tiny seat well used flight time quick hour thats fa highly professional point unfriendly f b standard taken eaten something earlier im one world emerald cabin manager greet small touch grand scheme thing mean little acknowledgement spend time money carrier usually followed drink two,Bad
421,2019-12-16,1.0,austin london along purchase price two roundtrip ticket wife daughter charged additional seat reservation ensure sat together went check seat reservation direction given away family sit different seat back home applied refund seat fee told proof paid credit card charge email confirmation clearly stating charge made process upload document,Bad
422,2019-12-15,1.0,frankfurt london british airway awful airline put wife opposite end plane even though booked together gave middle seat even though many others free childish airline charge premium go make journey difficult dont book biz class avoid,Bad
423,2019-12-14,1.0,london glasgow british airway flight delayed like one delayed every week like bad joke really poor yet expensive airline wouldnt recommend traveller,Bad
424,2019-12-13,9.0,london san francisco flight delight friendly relaxed crew good food wine main deck club world cabin nearly empty manage expectation club world everything go shouldnt disappointed yes rollout new club world suite ha long time coming however food service ha improved considerably trying valiantly regain long gone moniker world favourite airline ha seen better day however given theyre removed airline passenger service take opportunity fly one theyre gone im gradually regaining confidence,Good
425,2019-12-11,1.0,heathrow belfast great service belfast absolutely shocking heathrow rude check staff told print boarding pas also suitcase totally disgusted cabin crew lovely flight belfast december,Bad
426,2019-12-10,9.0,london singapore apprehensive flying club world reading many negative review however surprised firstly part sq qr fair found one reasonably priced offering get pay seat old perfectly comfortable plenty space window seat best privacy tall issue sleeping fact slept almost hour service food london top notch fresh plentiful welcome contrast tiny meal receive qantas service consistent polite attentive drink water continually topped truly impressed return flight service average quite sloppy let focus positive,Good
427,2019-12-08,1.0,toulouse london im able bodied fit customer silver member seated emergency exit seat id put away item fastened seatbelt full compliance regultions cabin crew member came row point security exit safety card listening responding despite ordered take cabin pressure equalizer called earplug explained needed keep protect ear door already closed suffer ear problem fly told could hear perfectly demonstrated vocal exchange despite kept talking threatened remove seat fail follow order begrudgingly took ordered removed seat pointed already asked speak purser came see take told cabin crew member unnecessarily rude needed customer care training indeed look new job wrote british airway complaint even bothered respond awful rude airline,Bad
428,2019-12-08,8.0,london heathrow stockholm business class shorthaul seat economy one sitting middle seat get served drink food proper gin gt good food,Good
429,2019-12-08,1.0,johannesburg london limited recline seat hour overnight flight checked asked told good seat completed complaint asked thought ok come representative allowed lie never flying,Bad
430,2019-12-08,7.0,johannesburg london recently refurbished first club world lounge jnb ha failed resolve congestion passenger two evening flight lhr descend table space eating food ha improved poor acoustic mean intrusion privacy cry baby facetime call add restless maelstrom human activity boarding reasonably quick although usual confusion group queue predominantly young mixed fleet crew competent lacked finesse kept getting drink order muddled meal service took age unidentified problem heating main course food wasnt bad finally served cabin temperature wasnt hot slept quite well arrival ten minute ahead schedule baggage collection quick overall good flight despite aged club world product,Bad
431,2019-12-08,9.0,london heathrow miami flying boeing unfortunately hasnt done much work first class aircraft seat flat bed wedge front even make bed small since narrow foot get clamped sleep side seat business class example qatar airway still think first class ticket include wifi always service excel crew friendly helpful meal impeccable,Good
432,2019-12-08,8.0,stockholm london heathrow always work excellent service ground air still good gin aboard decent gt even meal business look like came economy taste great,Good
433,2019-12-08,8.0,london sydney via singapore flight left time cabin crew fantastic meal great leaving london chicken stir fry landing singapore served english breakfast eat time day wife thought bit odd singapore passenger disembark aircraft refuelled clean reboarding go security check gate ground singapore leg sydney great also food drink service great hour long haul flight comfortable exit row seating entire flight recommend anyone tall,Good
434,2019-12-04,1.0,london new york jfk booked brussels airline two u cancelled flight rerouted u flight bru london fine transatlantic leg heathrow airport terminal utter nightmare never go heathrow however review ba jfk aircraft sorry state junked year ago doe gall call service business class seat tiny wrapped plastic chicken coop partition rattled even fell several occasion let add faced backwards looked filthy wall cabin service friendly food actually quite decent aside understand ha horrendous welldeserved reputation never,Bad
435,2019-12-04,3.0,first thing shortage staff business cabin quite large eight across seem serviced one two people side meant drink takeoff appear hour order taken unfortunately although pleasant staff mark appeared undertrained asked young man turn reading light claimed werent showed one seat fiddling said must broken end flight discovered switch despite newly configured plane dividing screen kept dropping ask cup tea time choice two red two white wine considering number people business section cannot understand would offer third port menu never offered cheese every time next course came setting ready accept due plate glass previous course many people clutter uncleared hour end meal course quite small portion end meal ready mini snack big eater peckish layout business cabin cramped could stretch seat legroom extremely narrow people centre two row window seat climb passenger mean one ha easy seat either climb climbed wonder expect bad design accepted business market travel many airline business still bottom pile reluctantly last one would use centre window seat food drink served effectively service hatch across customer unfortunately upon arrival bridgetown team didnt get better one hour minute waiting fast tracked luggage approached guy wearing tabard shrugged shoulder found another guy worked ground staff went outside found case sitting tarmac nothing,Bad
436,2019-12-02,5.0,brussels bangkok via london club world london bangkok nov seat boeing seat configuration business cabin give cabin crowded impression seat comfortable flat bed mattress good selection entertainment although rather small screen food menu offer different choice starter main course dessert food disappointing smoked salmon starter british beef main course soup cold mybeef overcooked quantity economy classlike service friendly personal im used adressed name fly business class serving meal forget serving wine amount cabin crew enough crowded business class cabin dinner went sleep seat turned real bed extra mattress good pillow space narrow difficult make bed bed made place put personal stuff real good night sleep though seat aisle step someone leg go toilet toilet small simple cleaned frequently enough woke breakfast service running breakfast good yoghurt pastry fresh fruit full english breakfast overall british airway world club rather standard business class lack personalized attention lack feel good experience want compete long way go hope make bit return flight,Bad
437,2019-11-28,1.0,san francisco oslo via london head support damaged sit hour leaned forward flight san francisco delayed missed connecting flight london oslo came first counter received new flight hour minute later rude staff gave voucher gbp,Bad
438,2019-11-27,4.0,connection flight london berlin traveling hand luggage got automatic boarding gate man gate said need check baggage ha right grab passport boarding pas flight full check overhead locker arent thing put seat fit hand luggage flight arrived berlin minute late,Bad
439,2019-11-26,7.0,london johannesburg british airway ba b gate lounge rather civilised place pa time gallery lounge main terminal also tad closer transit via rather useful walkway level c gate depart new boarding group meant snaking queue least group moved fairly speedily club world still much maligned seat small unresponsive ife screen limited selection film dinner service slow unwise introduction individual tray brought seat trolley may lack glamour one doe get sleep quicker overnight flight breakfast adequate nothing landing exactly time overall reasonable flight inflight service distinctly average,Bad
440,2019-11-25,3.0,london bangalore flight bangalore london november delayed hour resulted missing connection flight return london bangalore initially delayed hr assigned boarding gate waiting gate min announcement made flight delayed due maintenance,Bad
441,2019-11-24,10.0,london sydney via singapore would like express thanks appreciation staff bag drop centre heathrow lost passport thursday evening november spent nearly hour trying locate eventually found min flight due leave big thank would also like thank cabin crew flight sydney november kind taken ill flight looked well,Good
442,2019-11-24,1.0,lisbon london pay extra check bag ensure using share overhead space british airway charge euro check bag final destination insist briefcase put seat cramped aircraft ensure room overhead bin traveler cheap check bag insult never fly,Bad
443,2019-11-20,3.0,operate daily shuttle london glasgow busy route im sure make money plus competition however flight rarely time fee paying passenger fed story aircraft delayed enroute far flung exotic location several bus train catch reach glasgow punctuality mean lot lot hence im disappointed service provide,Bad
444,2019-11-19,9.0,doha london surprisingly good flight ontime departure early arrival attentive friendly crew especially towards child food halal since doha clearly announced passenger bag arrival ok seat leg room entertainment beyond expectation,Good
445,2019-11-18,4.0,london buenos aire paid extra top holiday cost fly direct flight firstly cancelled flight month departure meaning go day earlier pay extra night hotel plane old cramped making difficult get walk around hour flight entertainment system pathetic much film choice random selection tv programme game drink service lacking food awful snack offered long haul flight comfort pack toothbrush/toothpaste etc offering,Bad
446,2019-11-18,5.0,san francisco london wonderful aeroplane movie selection average staff polite fist time used call button midflight response fast second occasion repeatedly ignored call button minute dont see acceptable,Bad
447,2019-11-18,1.0,sydney singapore british airway packed like sardine tin disappointment airline pack even getting seat debacle due cramped nature flight configuration awkwardly stare fellow guest sit right opposite trying lock gaze seat close aisle time felt like people walking get past narrow passage way would could recommended airline seat best premium economy,Bad
448,2019-11-18,1.0,london mauritius fortunate enough flown many different airline including low cost carrier also upper class cabin premium airline without shadow doubt whole british airway experience poorest aeroplane seat general service experience importantly poor customer service following bad flight truly feel airline deserves go bust truly disgraceful approach service product deliver begrudge flying given option always choose different airline,Bad
449,2019-11-17,10.0,los angeles amsterdam via london due delayed take risked missing connecting flight thanks excellent premium host service julie colleague managed time thank much,Good
450,2019-11-16,2.0,london vancouver used fly aircraft route many year longer priced competitively flew remarkably bad experience food service poor aspect chicken tandoori far spicy palette drink offered meal astonishing rather tea coffee obviously far cheaper offering supplied soon dinner tray handed ask twice beer deliveredthis put sync service one time yes one time offer tea coffee obviously missed completely service good warmth hospitality flight engagement pretty critical hostess/host seemed interested sitting extra legroom seat essentially ignored everyone else cold snack cold tasteless sandwich prior landing entertainment system joke old become accustomed normal/newish tv screen blown away system still place screen size equivalent phone music selection worth talking used ipad similar route flown air canada westjet virgin atlantic air transat far worst airline budget nature offer paid meal cannot believe mighty offer terrible product spend fly better actively avoid long haul,Bad
451,2019-11-16,2.0,flight departure delayed due captain described announcement mix paperwork disembarkation delayed due also described mix landing bridge allocation plane taxi around runway gate found missed connecting flight staff purple airport supposed help passenger find connecting flight didnt know ended shunted onto another flight resulting four hour delay inconvenience due ba incompetent management seat would recline food carbohydrate filigree flight attendant rude used good airline,Bad
452,2019-11-13,2.0,london heathrow lisbon mediocre flight smooth arrived time cabin service left great deal desired staff seemed going motion bread roll offered meal service despite requesting glass wine accompany meal forthcoming staff required 'nudge delivered great club europe experience,Bad
453,2019-11-13,9.0,london boston comfortable flight economy class food fairly good way dinner evening flight west returning night flight east got solid sleep flight back,Good
454,2019-11-12,9.0,tirana london gatwick fly british airway around six time month thanks work almost always pleasant experience past flight definitely outdid others boarded departed exactly time friendly welcoming crew flight fully booked travel companion lucky one sitting row could empty middle seat therefore space best surprise flight far availability wifi never british airway flight within europe fact wifi package got included texting unlimited incredibly fast good home connection truly made flight enjoyable allowed continue business even flight extremely valuable something british airway improve would leg space flight noticed particularly tight although common problem cm tall also unknown reason food snack served hour minute flight drink slight struggle skipped breakfast managed well flight however arrived ahead schedule deboarded quickly always recommend continue,Good
455,2019-11-11,10.0,gatwick st lucia great service flight thank much cabin great cabin crew excellent service,Good
456,2019-11-11,10.0,london singapore commend staff occasion friendly welcoming accommodating passenger throughout flight even last moment laughing joking u highly professional sensitive need despite tiredness thank making long journey tolerable one,Good
457,2019-11-10,3.0,london san francisco return economy seat small outbound bearable empty seat two u returning empty seat horrible im female couldnt lean seat front collect belonging want get anything bag seat front need major maneuvering touching person next throughout flight unavoidable flew way longer air vent adjust flight got stuffy warm ask turn a/c way literally sweating economy small aircraft mostly made business class asian vegetarian meal good usual although breakfast terrible asian vegetarian breakfast economy plus much better find alternative airline long haul flight worth,Bad
458,2019-11-10,9.0,gatwick venice flown route class two occasion pleased aspect recent trip mobility issue check operator immediately suggested assistance service welcome efficient particularly gate distant one flight departed time cabin staff pleasant food good flight information flight deck good landing noticeably smooth return journey similarly good satisfied,Good
459,2019-11-07,1.0,bordeaux gatwick british airway cancelled september flight due pilot strike advance notice made alternative travel arrangement confirmed wanted cancel end order receive refund received confirmation august refunded fare soon enough still awaiting refund euro cost baggage paid six week later lodged complaint october action lodged another complaint october still action cancelled flight wont refund money call customer service,Bad
460,2019-11-02,10.0,seychelles london day time flight back london staff welcoming greeted entry aircraft shown seat j/k best seat couple book away toilet front cabin window k seat ha direct access aisle ontime departure swift meal service nothing trouble flight full easy access club kitchen meal service great entertainment found flight great love inbound day time flight london easiest travel seat screen worked great problem loved every minute flight big thank staff fantastic looking forward next flight rio december,Good
461,2019-11-02,1.0,london belfast british airway bullied parent spoilt special occasion booked parent attend investiture palace mother heart attack month ago first flight post recovery chosen expecting best level service instead treated appallingly felt bullied airline staff mother suffers claustrophobia always request aisle seat booked parent aisle seat side side printed boarding pas seat arrival checkin one boarding pas recognised scanner assistance printed new one going security boarding pa recognised new pa printed parent arrived gate noticed one seat changed father explained situation rep checkin started quoting 'geneva convention contracted get b could change seat wanted waiting gate try resolve situation eventually minute airborne rushed aircraft forced sit apart care welfare circumstance stage receive apologetic word someone recovering heart attack unnecessary stressful event spoilt special family occasion holding hope ba slide grace halt seem constantly disappointed await ba response parent know fly carrier handing back amex point appropriate apology issued update summary dont trust loved one care,Bad
462,2019-10-31,1.0,london cape town booked business class ticket year advance trip africa usually fly star alliance picked segment better connection timing london cape town huge mistake tried reserve seat website twice able tried call twice gave hold hour time call back option arrived today london toronto connection desk seven hour flight told business class oversold would downgraded premium economy ba representative told u reserved seat bottom list business class loyalty customer would priority seat u would still welcome lounge bonus problem u clear security get lounge since could print boarding pas due grade took close hour get settled lounge time first arrived connecting desk asked speak manager four interaction staff told would get speak u giving impression trying pa unhappy customer fast could one point got visibly frustrated staff issuing new boarding pas indicated grade voluntary definitely two half hour customer service manager came speak u first one actually apologetic tried address situation customer oriented perspective british airway think giving bulkhead seat premium economy basic lounge access paying business class passenger adequate customer service downgrade paid business fare upcoming overnight flight booking flight,Bad
463,2019-10-31,5.0,san jose london tv screen broken could locked position would allow watch movie flight attendant could fix suggested move different seat slipped purpose checked back seat front dirty tray moved hole right side tv screen sensitive enough operated touch although husband turned breakfast card together flight attendant insisted dont planning wake serve breakfast flight attendant best seems understaffed,Bad
464,2019-10-31,4.0,london heathrow edinburgh boarding efficient flight full passenger asked volunteer check hand luggage would get priority boarding took offer laptop carried plane aircraft two month old sat back plane f sure ryanair room british airway aircraft offering ultra low cost service cloak legacy carrier legitimacy,Bad
465,2019-10-30,8.0,flight gatwick barbados check business lounge good look like added champagne self service drink positive breakfast good flight left time boarding well run flown economy cabin seems ok new configuration doe come panasonic ife system way better old rockwell collins system food fine service friendly,Good
466,2019-10-30,9.0,supposed flight bumped icelandair flight rebooked onto direct toronto london heathrow tried get changed supposed fly gatwick flight quite good service fantastic chicken tikka masala tasty crew onboard friendly flight time landing amazingly smooth,Good
467,2019-10-29,1.0,travelling jeddah london bag arrive hour minute earlier check counter closed tried best staff help leave bag allowed take bag plane london made complaint saying cant thing get customer service phone call take hour minute wait,Bad
468,2019-10-29,3.0,zurich london return leg travelled hand luggage could choose seat without paying fair enough empty row either side stranger cramped one row allowed spread paid premium price seems mean say least hand luggage fare last board make uncomfortable board free food drink,Bad
469,2019-10-29,10.0,san francisco london efficient check friendly agent offered upgrade first per person declined refurbished lounge spacious comfortable nice selection snack boarding time could better controlled flight left landed ahead schedule flight attendant excellent food vastly improved compared last trip business class cheap excellent flight complaint,Good
470,2019-10-27,10.0,london belfast check fast efficient using terminal first class check security area really good straight lounge great selection food drink early morning really like boarding process ieby group number onboard service quality breakfast served excellent overall happy short flight,Good
471,2019-10-27,1.0,london gatwick salzburg british airway worst customer experience ever cancelled flight due strike action response week getting answer told fault would pay towards cost changing flight back home,Bad
472,2019-10-26,1.0,frankfurt london flight attendant kind flying return flight canceled london city airport took almost three hour get rebooking hotel voucher transportation arranged could done far efficiently water nothing necessity,Bad
473,2019-10-25,10.0,hyderabad san francisco via london awesome experience one customer service representative british airway called regard reimbursement put across lady named florencia helped gather detail bank address etc required payment also initiated payment instantly certainly beyond expected great job service exemplary,Good
474,2019-10-25,2.0,vancouver london poor experience flight business nice much crowded economical class one toilet closed nobody around repair one point even better asian company even freezing need freeze hour trip staff answer question staff make better one good point seat surprisingly comfortable easy make better,Bad
475,2019-10-25,1.0,london malaga terminally ill airline packed clueless staff full attitude checking gatwick airport told flight might well delayed departed yet malaga sm confirmed delay without new time departure provided link flight status gatwick arrival/departure board prior security check flight time shown online asked guy lounge kiosk said could check link provided go security monitor surprisingly flight time text sent update gate told aircraft replaced apology anyone neither ground flight boarded pm took stiff recliner seat cabin crew sociopathic full attitude additional seat replacing toilet located back located far end aircraft cabin crew storage room working space horrible low cost service flag carrier ticket price,Bad
476,2019-10-24,3.0,brussels london given seat number upon check left waiting outside gate boarding pas printed without explanation everyone else boarding pa boarding whilst looking operator thinking going extremely poor communication airline airport operator,Bad
477,2019-10-20,1.0,flight london singapore premium economy worst experienced seat uncomfortable flight tracker failed two hour breakfast prior arrival singapore scrambled egg like rubber ran cup wife coffee tea drink breakfast used call button get attention one came answer call even waiting minute eventually made contact passing cabin crew member advised drink told would come back never saw crew member,Bad
